web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,nom,Nb Personnes,localite,date_debut-jour,Nb semaines,cle_station,nom_station 
,03/04/2023,15/04/2023,22/04/2023,569,569,MOBILHOME 6 personnes - Camélia,Camping Paradis - Vallespir,6 Adultes, 66150 ARLES SUR TECH,,15,camping-paradis-vallespir-79397,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,569,569,MOBILHOME 6 personnes - Lilas,Camping Paradis - Vallespir,6 Adultes, 66150 ARLES SUR TECH,,15,camping-paradis-vallespir-79397,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,609,609,MOBILHOME 6 personnes - LYS 3 chambres climatisé,Camping Paradis - Vallespir,6 Adultes, 66150 ARLES SUR TECH,,15,camping-paradis-vallespir-79397,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,749,749,MOBILHOME 4 personnes - Cargolade,Camping Paradis - Vallespir,4 Adultes, 66150 ARLES SUR TECH,,15,camping-paradis-vallespir-79397,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"841,86","841,86",MOBILHOME 8 personnes - Lys,Camping Paradis - Vallespir,8 Adultes, 66150 ARLES SUR TECH,,15,camping-paradis-vallespir-79397,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,410,246,STUDIO 2 personnes,Résidence Les Hauts de Balaruc,2 Adultes, 34540 BALARUC LES BAINS,,15,residence-les-hauts-de-balaruc-76824,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,455,273,APPARTEMENT 4 personnes,Résidence Les Hauts de Balaruc,4 Adultes, 34540 BALARUC LES BAINS,,15,residence-les-hauts-de-balaruc-76824,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,476,476,MAISON 4 personnes - CONFORT + TV,Domaine Aigoual Cévennes,2 Adultes, 48150 MEYRUEIS,,15,domaine-aigoual-cevennes-77808,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,538,538,MAISON 5 personnes - PRIVILEGE,Domaine Aigoual Cévennes,5 Adultes, 48150 MEYRUEIS,,15,domaine-aigoual-cevennes-77808,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,614,614,MAISON 6 personnes - EXCLUSIVE PMR,Domaine Aigoual Cévennes,4 Adultes, 48150 MEYRUEIS,,15,domaine-aigoual-cevennes-77808,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,301,301,MOBILHOME 4 personnes - Ylang,Camping Aloha Club,4 Adultes, 66400 REYNES,,15,camping-aloha-club-76730,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,450,450,MOBILHOME 4 personnes - YUCCA,Camping Aloha Club,4 Adultes, 66400 REYNES,,15,camping-aloha-club-76730,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,714,714,MOBILHOME 4 personnes - Jasmin,Camping Aloha Club,4 Adultes, 66400 REYNES,,15,camping-aloha-club-76730,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,842,842,MOBILHOME 7 personnes - Hisbicus,Camping Aloha Club,7 Adultes, 66400 REYNES,,15,camping-aloha-club-76730,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"338,27",274,APPARTEMENT 2 personnes - Formule Hôtelière 2 Personnes Climatisé + TV,Camping maeva Escapades - Les Cottages de Perpignan,2 Adultes, 66000 PERPIGNAN,,15,camping-maeva-escapades-les-cottages-de-perpignan-92880,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,270,270,BUNGALOW TOILÉ 4 personnes,Camping Les Gorges de l'Herault,4 Adultes, 30440 SUMENE,,15,camping-les-gorges-de-lherault-78591,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,320,320,MOBILHOME 4 personnes,Camping Les Gorges de l'Herault,4 Adultes, 30440 SUMENE,,15,camping-les-gorges-de-lherault-78591,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,325,325,BUNGALOW TOILÉ 5 personnes,Camping Les Gorges de l'Herault,5 Adultes, 30440 SUMENE,,15,camping-les-gorges-de-lherault-78591,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,430,430,MOBILHOME 6 personnes,Camping Les Gorges de l'Herault,6 Adultes, 30440 SUMENE,,15,camping-les-gorges-de-lherault-78591,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,385,385,HÉBERGEMENT INSOLITE 6 personnes,Camping Universal,6 Adultes, 30430 ROCHEGUDE,,15,camping-universal-78173,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,420,420,MOBILHOME 6 personnes - 4/6 places 30 m²,Camping Universal,6 Adultes, 30430 ROCHEGUDE,,15,camping-universal-78173,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,420,420,MOBILHOME 4 personnes - 30 m² année 2021,Camping Universal,4 Adultes, 30430 ROCHEGUDE,,15,camping-universal-78173,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,450,450,MOBILHOME 6 personnes - 4/6 places 30m² Confort +,Camping Universal,6 Adultes, 30430 ROCHEGUDE,,15,camping-universal-78173,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,315,315,TENTE TOILE ET BOIS 4 personnes - COCO SWEET sans sanitaires,Le Moulin de Sainte-Anne - Camping Sites et Paysages,4 Adultes, 11600 VILLEGLY,,15,le-moulin-de-sainte-anne-camping-sites-et-paysages-87661,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,385,385,CHALET 4 personnes - MONTANA,Le Moulin de Sainte-Anne - Camping Sites et Paysages,4 Adultes, 11600 VILLEGLY,,15,le-moulin-de-sainte-anne-camping-sites-et-paysages-87661,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,420,420,MOBILHOME 4 personnes - LOGGIA,Le Moulin de Sainte-Anne - Camping Sites et Paysages,2 Adultes, 11600 VILLEGLY,,15,le-moulin-de-sainte-anne-camping-sites-et-paysages-87661,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,462,462,CHALET 6 personnes - 45 m²,Le Moulin de Sainte-Anne - Camping Sites et Paysages,6 Adultes, 11600 VILLEGLY,,15,le-moulin-de-sainte-anne-camping-sites-et-paysages-87661,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,952,952,MOBILHOME 8 personnes - Tribu,Le Moulin de Sainte-Anne - Camping Sites et Paysages,8 Adultes, 11600 VILLEGLY,,15,le-moulin-de-sainte-anne-camping-sites-et-paysages-87661,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,294,"220,50",MAISON 4 personnes - Les Hauts du Lac,Résidence Port Minervois - Les hauts du Lac,2 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,294,"220,50",MAISON 4 personnes - Port Minervois,Résidence Port Minervois - Les hauts du Lac,2 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,357,"267,75",MAISON 6 personnes - Les Hauts du Lac,Résidence Port Minervois - Les hauts du Lac,4 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,357,"267,75",MAISON 6 personnes - Port Minervois,Résidence Port Minervois - Les hauts du Lac,4 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,357,"267,75",MAISON 6 personnes - Port Minervois - PMR,Résidence Port Minervois - Les hauts du Lac,4 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,357,"267,75",MAISON 6 personnes - Port Minervois - DUPLEX,Résidence Port Minervois - Les hauts du Lac,4 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,357,"267,75",MAISON 6 personnes - 6 Personnes,Résidence Port Minervois - Les hauts du Lac,6 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,399,"339,15",MAISON 8 personnes - Les Hauts du Lac,Résidence Port Minervois - Les hauts du Lac,6 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,399,"339,15",MAISON 8 personnes - Port Minervois,Résidence Port Minervois - Les hauts du Lac,6 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,630,567,MAISON 8 personnes - Les Hauts du Lac - Piscine,Résidence Port Minervois - Les hauts du Lac,6 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,1 099,"934,15",MAISON 6 personnes - Les Hauts du Lac - PMR,Résidence Port Minervois - Les hauts du Lac,6 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,1 106,"1 050,70",MAISON 10 personnes - Les Hauts du Lac - Piscine,Résidence Port Minervois - Les hauts du Lac,8 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,1 148,"1 090,60",MAISON 10 personnes - Les Hauts du Lac,Résidence Port Minervois - Les hauts du Lac,8 Adultes, 11200 HOMPS,,15,residence-port-minervois-les-hauts-du-lac-88175,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,329,"279,65",APPARTEMENT 4 personnes - 30 m²,Résidence Pont du Gard,4 Adultes, 30210 REMOULINS,,15,residence-pont-du-gard-88140,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,329,"279,65",APPARTEMENT 4 personnes - 30 m² PMR,Résidence Pont du Gard,4 Adultes, 30210 REMOULINS,,15,residence-pont-du-gard-88140,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,462,"392,70",APPARTEMENT 6 personnes - 43 m²,Résidence Pont du Gard,6 Adultes, 30210 REMOULINS,,15,residence-pont-du-gard-88140,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,462,"392,70",APPARTEMENT 6 personnes - 43 m² PMR,Résidence Pont du Gard,6 Adultes, 30210 REMOULINS,,15,residence-pont-du-gard-88140,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,310,310,"MOBILHOME 4 personnes - Loggia 31m², 2 chambres, terrasse Loggia intégrée, climatisation",Le Fun Camping,4 Adultes, 11510 FITOU,,15,le-fun-camping-79641,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,321,321,MOBILHOME 5 personnes - Alto pour 4/6 personnes,Le Fun Camping,4 Adultes, 11510 FITOU,,15,le-fun-camping-79641,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,1 600,1 600,"VILLA 8 personnes - CASA PALMA villa avec piscine privée, vue sur étang de La Palme - 4 chambres - grande terrasse bois",Le Fun Camping,8 Adultes, 11510 FITOU,,15,le-fun-camping-79641,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,279,279,STUDIO 2 personnes - 2 pers.,Résidence Nakâra,2 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,279,279,STUDIO 2 personnes - 2 pers. PMR,Résidence Nakâra,2 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,479,"335,30",APPARTEMENT 4 personnes - 2 pièces 4 pers.,Résidence Nakâra,4 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,389,389,APPARTEMENT 1 personne - 2 pièces 4 pers. PMR,Résidence Nakâra,1 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,429,429,APPARTEMENT 6 personnes - 2 pièces cabine 6 pers.,Résidence Nakâra,6 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,429,429,APPARTEMENT 6 personnes - 2 pièces cabine 6 pers. PMR,Résidence Nakâra,6 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,519,519,MAISON 6 personnes,Résidence Nakâra,6 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,589,589,MAISON 8 personnes,Résidence Nakâra,8 Adultes, 34300 LE CAP D'AGDE,,15,residence-nakara-77568,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,310,310,MOBILHOME 4 personnes - Confort,Camping Mas de Lastourg,4 Adultes, 66500 VILLEFRANCHE DE CONFLENT,,15,camping-mas-de-lastourg-78764,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,330,330,MOBILHOME 5 personnes - terrasse couverte,Camping Mas de Lastourg,5 Adultes, 66500 VILLEFRANCHE DE CONFLENT,,15,camping-mas-de-lastourg-78764,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,340,340,"TENTE 5 personnes - Lodge, sans sanitaires",Camping Mas de Lastourg,4 Adultes, 66500 VILLEFRANCHE DE CONFLENT,,15,camping-mas-de-lastourg-78764,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,199,199,MOBILHOME 8 personnes - 6/8 places,Tour Opérateur et particuliers sur camping Mar Estang - Funpass non inclus,8 Adultes,Cyprien ,,15,tour-operateur-et-particuliers-sur-camping-mar-estang-funpass-non-inclus-79324,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,504,504,MOBILHOME 6 personnes - Grand Luxe PARTICULIER SALVATI (FUNPASS NON INCLUS),Tour Opérateur et particuliers sur camping Mar Estang - Funpass non inclus,6 Adultes,Cyprien ,,15,tour-operateur-et-particuliers-sur-camping-mar-estang-funpass-non-inclus-79324,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,413,413,MOBILHOME 4 personnes - Corail,Camping FLOWER Les Chênes Rouges,4 Adultes, 66700 ARGELES,,15,camping-flower-les-chenes-rouges-76760,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,427,427,MOBILHOME 6 personnes - Capucine,Camping FLOWER Les Chênes Rouges,6 Adultes, 66700 ARGELES,,15,camping-flower-les-chenes-rouges-76760,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,448,448,MOBILHOME 6 personnes - Grenadine,Camping FLOWER Les Chênes Rouges,6 Adultes, 66700 ARGELES,,15,camping-flower-les-chenes-rouges-76760,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,455,455,MOBILHOME 4 personnes - Cerise,Camping FLOWER Les Chênes Rouges,4 Adultes, 66700 ARGELES,,15,camping-flower-les-chenes-rouges-76760,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,497,497,MOBILHOME 6 personnes - Carmin,Camping FLOWER Les Chênes Rouges,6 Adultes, 66700 ARGELES,,15,camping-flower-les-chenes-rouges-76760,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,518,518,MOBILHOME 6 personnes - Rubis premium,Camping FLOWER Les Chênes Rouges,6 Adultes, 66700 ARGELES,,15,camping-flower-les-chenes-rouges-76760,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,280,280,TENTE TOILE ET BOIS 5 personnes - Lodge Maori - sans sanitaire,Camping Le Barralet,4 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,MOBILHOME 4 personnes - Nouméa,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,CHALET 2 personnes - Némo Duo,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,MOBILHOME 2 personnes - Cahita en bordure de rivière,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,427,427,MOBILHOME 4 personnes - Fidji,Camping Le Barralet,4 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,427,427,MOBILHOME 4 personnes - Waikiki,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,504,504,MOBILHOME 6 personnes - Fidji XL,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,504,504,CHALET 5 personnes - Titom,Camping Le Barralet,3 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,504,504,MOBILHOME 6 personnes - Waikiki XL,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,504,504,MOBILHOME 4 personnes - Bali,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,539,539,CHALET 6 personnes - Samoa,Camping Le Barralet,4 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,539,539,MOBILHOME 4 personnes - Bahia,Camping Le Barralet,2 Adultes, 30210 COLLIAS,,15,camping-le-barralet-79019,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,369,369,STUDIO 2 personnes - 2 pers.,Résidence Les Dunes du Soleil,2 Adultes, 34280 LA GRANDE MOTTE,,15,residence-les-dunes-du-soleil-77456,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,409,409,APPARTEMENT 4 personnes,Résidence Les Dunes du Soleil,4 Adultes, 34280 LA GRANDE MOTTE,,15,residence-les-dunes-du-soleil-77456,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,469,469,APPARTEMENT 5 personnes,Résidence Les Dunes du Soleil,5 Adultes, 34280 LA GRANDE MOTTE,,15,residence-les-dunes-du-soleil-77456,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,569,569,APPARTEMENT 7 personnes,Résidence Les Dunes du Soleil,7 Adultes, 34280 LA GRANDE MOTTE,,15,residence-les-dunes-du-soleil-77456,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,238,238,"TENTE TOILE ET BOIS 4 personnes - Safari, 2 chambres (sans sanitaires)",Camping le Domaine de Gajan,4 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,294,294,CHALET 5 personnes - Eco - 2 chambres,Camping le Domaine de Gajan,5 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,294,294,CHALET 5 personnes - Eco - 2 chambres,Camping le Domaine de Gajan,4 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,308,308,MOBILHOME 4 personnes - Sunn - 2 chambres,Camping le Domaine de Gajan,4 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,322,322,"MOBILHOME 5 personnes - Confort Holiday, 2 chambres",Camping le Domaine de Gajan,5 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,336,336,"MOBILHOME 4 personnes - Confort family, 2 chambres",Camping le Domaine de Gajan,4 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,"MOBILHOME 5 personnes - Evasion, 2 chambres",Camping le Domaine de Gajan,4 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,386,386,MOBILHOME 4 personnes - Sunny- 2 chambres,Camping le Domaine de Gajan,4 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,406,406,MOBILHOME 6 personnes - Confort Tribu - 3 chambres,Camping le Domaine de Gajan,6 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,434,434,MOBILHOME 4 personnes - Prestige - 2 chambres,Camping le Domaine de Gajan,4 Adultes, 34160 BOISSERON,,15,camping-le-domaine-de-gajan-80481,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,70,70,EMPLACEMENT 6 personnes - Parcelle de terrain,,, 11700 SAINT COUAT D'AUDE,,15,camping-les-3-serres-93920,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,105,105,EMPLACEMENT 8 personnes - 1 tente ou 1 caravane 2 adultes,,, 66200 ELNE,,15,camping-la-mignane-79503,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,180,180,CARAVANE 4 personnes - Sans sanitaires,Camping La Cremade,4 Adultes, 11140 AXAT,,15,camping-la-cremade-79572,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,290,290,HÉBERGEMENT INSOLITE 4 personnes - Yourte scandinave - sans sanitaires - terrasse,Camping La Cremade,4 Adultes, 11140 AXAT,,15,camping-la-cremade-79572,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,290,290,TENTE TOILE ET BOIS 4 personnes - Tente Maori - sans sanitaires - terrasse,Camping La Cremade,4 Adultes, 11140 AXAT,,15,camping-la-cremade-79572,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,MOBILHOME 6 personnes,Camping La Cremade,6 Adultes, 11140 AXAT,,15,camping-la-cremade-79572,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,390,390,CHALET 4 personnes - Lodge Bois 34m2,Camping La Cremade,4 Adultes, 11140 AXAT,,15,camping-la-cremade-79572,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,210,210,MOBILHOME 4 personnes - Sans Sanitaire Climatisé - 2 ch - 3 x 6m / Garrigue,Camping Les chênes,4 Adultes, FRANCE,,15,camping-les-chenes-80476,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,259,259,MOBILHOME 4 personnes - Confort Climatisé - 2 chambres,Camping Les chênes,4 Adultes, FRANCE,,15,camping-les-chenes-80476,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,287,287,"HÉBERGEMENT INSOLITE 4 personnes - Climatisée - 2 ch - 8,10 x 3.22m / Cigale, Grillon, Chardonnet, Mésange",Camping Les chênes,4 Adultes, FRANCE,,15,camping-les-chenes-80476,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,301,301,MOBILHOME 4 personnes - Confort Climatisé - 2 ch - 3 x 8m / Palmier et Olivier,Camping Les chênes,4 Adultes, FRANCE,,15,camping-les-chenes-80476,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,105,105,EMPLACEMENT 6 personnes - Randonneurs/cyclistes,Camping Le Fontaulie Sud,, 11500 NEBIAS,,15,camping-le-fontaulie-sud-94488,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,161,161,EMPLACEMENT 6 personnes - Véhicules 2 personnes sans électricité,Camping Le Fontaulie Sud,, 11500 NEBIAS,,15,camping-le-fontaulie-sud-94488,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,175,175,EMPLACEMENT 6 personnes - Véhicules 2 personnes avec électricité,Camping Le Fontaulie Sud,, 11500 NEBIAS,,15,camping-le-fontaulie-sud-94488,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,310,310,MOBILHOME 4 personnes - Horizon 1 ou 2,Camping Le Fontaulie Sud,4 Adultes, 11500 NEBIAS,,15,camping-le-fontaulie-sud-94488,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,310,310,MOBILHOME 4 personnes - Atlantic,Camping Le Fontaulie Sud,4 Adultes, 11500 NEBIAS,,15,camping-le-fontaulie-sud-94488,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,294,294,APPARTEMENT 4 personnes - 2 Pièces 4 pers.,Village Le Fort des Pyrénées,4 Adultes, 66230 PRATS DE MOLLO LA PRESTE,,15,village-le-fort-des-pyrenees-94329,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,308,308,APPARTEMENT 5 personnes - 2 Pièces 5 pers,Village Le Fort des Pyrénées,5 Adultes, 66230 PRATS DE MOLLO LA PRESTE,,15,village-le-fort-des-pyrenees-94329,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,336,336,"APPARTEMENT 5 personnes - ""Rez-de-chaussée"" 2 Pièces 5 pers",Village Le Fort des Pyrénées,5 Adultes, 66230 PRATS DE MOLLO LA PRESTE,,15,village-le-fort-des-pyrenees-94329,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,336,336,"APPARTEMENT 6 personnes - "" Rez-de-chaussée"" 2 Pièces 6 pers",Village Le Fort des Pyrénées,6 Adultes, 66230 PRATS DE MOLLO LA PRESTE,,15,village-le-fort-des-pyrenees-94329,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,420,420,GÎTE 5 personnes - 3 Pièces 5 Personnes,Village Le Parc des Salines,5 Adultes, 11130 SIGEAN,,15,village-le-parc-des-salines-87839,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,980,658,APPARTEMENT 2 personnes - 3 pièces- 2 personnes,SOWELL Family Cap d'Agde,2 Adultes, 34300 LE CAP D'AGDE,,15,sowell-family-cap-d-agde-94884,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,1 120,812,APPARTEMENT 3 personnes - 3 pièces-3 personnes,SOWELL Family Cap d'Agde,3 Adultes, 34300 LE CAP D'AGDE,,15,sowell-family-cap-d-agde-94884,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,1 260,966,APPARTEMENT 4 personnes - 3 pièces-4 personnes,SOWELL Family Cap d'Agde,4 Adultes, 34300 LE CAP D'AGDE,,15,sowell-family-cap-d-agde-94884,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,980,686,APPARTEMENT 2 personnes - 2 pièces- 2 personnes,SOWELL Family Le Grau du Roi,2 Adultes, 30240 LE GRAU DU ROI,,15,sowell-family-le-grau-du-roi-94883,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,1 120,840,APPARTEMENT 3 personnes - 2 pièces- 3 personnes,SOWELL Family Le Grau du Roi,3 Adultes, 30240 LE GRAU DU ROI,,15,sowell-family-le-grau-du-roi-94883,Languedoc-roussillon
