web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,nom,Nb Personnes,localite,date_debut-jour,Nb semaines,cle_station,nom_station 
,03/04/2023,15/04/2023,22/04/2023,252,252,MOBILHOME 6 personnes - Izard,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,262,262,CHALET 5 personnes - Mimosa,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,262,262,MOBILHOME 5 personnes - Myrtil,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,272,272,MOBILHOME 4 personnes - Cordulie,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,282,282,MOBILHOME 6 personnes - Agaric,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,282,282,MOBILHOME 6 personnes - Liège,Camping La Source,6 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,282,282,MOBILHOME 6 personnes - Apollon,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,282,282,MOBILHOME 4 personnes - GENTIANE - 1 chambre sans jacuzzi -,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,322,322,MOBILHOME 6 personnes - Valeriane,Camping La Source,6 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,362,362,MOBILHOME 4 personnes - GENTIANE - 1 chambre - avec jacuzzi,Camping La Source,4 Adultes, 66730 SOURNIA,,15,camping-la-source-78575,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,182,182,TENTE 4 personnes - Escapade (sans sanitaires),Camping La Tamarissière,4 Adultes, 34300 AGDE,,15,camping-la-tamarissiere-76692,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,196,196,"TENTE TOILE ET BOIS 4 personnes - Canadienne, sans sanitaires",Camping La Tamarissière,4 Adultes, 34300 AGDE,,15,camping-la-tamarissiere-76692,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,272,272,CHALET 5 personnes - Classik,Camping La Tamarissière,4 Adultes, 34300 AGDE,,15,camping-la-tamarissiere-76692,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,274,274,HÉBERGEMENT INSOLITE 5 personnes - Lodge Bohème - 2 chambres,Camping La Tamarissière,5 Adultes, 34300 AGDE,,15,camping-la-tamarissiere-76692,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,316,316,CHALET 4 personnes - Cottage Panoramik - 2 chambres,Camping La Tamarissière,4 Adultes, 34300 AGDE,,15,camping-la-tamarissiere-76692,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,344,344,MAISON 6 personnes - Cottage Privilège 3ch,Camping La Tamarissière,6 Adultes, 34300 AGDE,,15,camping-la-tamarissiere-76692,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,385,330,MOBILHOME 5 personnes - CONFORT PLUS D,Camping Le Mas des Lavandes,5 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,385,330,MOBILHOME 5 personnes - CONFORT PLUS S,Camping Le Mas des Lavandes,5 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,420,360,MOBILHOME 6 personnes - CONFORT PLUS D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,420,360,MOBILHOME 6 personnes - CONFORT PLUS S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,462,396,MOBILHOME 6 personnes - PREMIUM D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,462,396,MOBILHOME 6 personnes - PREMIUM S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,539,462,MOBILHOME 6 personnes - PREMIUM D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,539,462,MOBILHOME 6 personnes - PREMIUM S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,574,492,MOBILHOME 4 personnes - PRESTIGE S,Camping Le Mas des Lavandes,4 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,574,492,MOBILHOME 4 personnes - PRESTIGE D,Camping Le Mas des Lavandes,4 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,693,594,MOBILHOME 6 personnes - PRESTIGE S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,693,594,MOBILHOME 6 personnes - PRESTIGE D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,15,camping-le-mas-des-lavandes-76672,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,281,281,TENTE 5 personnes - Pagan,Camping le Moulin du Pont d'Alies,3 Adultes, 11140 AXAT,,15,camping-le-moulin-du-pont-dalies-76810,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,314,314,MOBILHOME 4 personnes - Trigano 31 terrasse,Camping le Moulin du Pont d'Alies,4 Adultes, 11140 AXAT,,15,camping-le-moulin-du-pont-dalies-76810,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,314,314,MOBILHOME 5 personnes - Trigano 27,Camping le Moulin du Pont d'Alies,4 Adultes, 11140 AXAT,,15,camping-le-moulin-du-pont-dalies-76810,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,348,348,MOBILHOME 4 personnes - IRM,Camping le Moulin du Pont d'Alies,4 Adultes, 11140 AXAT,,15,camping-le-moulin-du-pont-dalies-76810,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,352,352,CHALET 5 personnes - Titom 31,Camping le Moulin du Pont d'Alies,4 Adultes, 11140 AXAT,,15,camping-le-moulin-du-pont-dalies-76810,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,425,425,MOBILHOME 6 personnes - Trigano 31,Camping le Moulin du Pont d'Alies,6 Adultes, 11140 AXAT,,15,camping-le-moulin-du-pont-dalies-76810,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,203,"172,55",MOBILHOME 6 personnes - Classic 4/6 places,Camping Le Val de Cesse,4 Adultes, 11120 MIREPEISSET,,15,camping-le-val-de-cesse-77745,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,231,"196,35",MOBILHOME 6 personnes - Classic XL 4/6 places,Camping Le Val de Cesse,4 Adultes, 11120 MIREPEISSET,,15,camping-le-val-de-cesse-77745,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,259,"220,15",MOBILHOME 6 personnes - Classic XL,Camping Le Val de Cesse,6 Adultes, 11120 MIREPEISSET,,15,camping-le-val-de-cesse-77745,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,293,214,MOBILHOME 5 personnes - Cosy 2 chambres (I5P2),Camping Les Avignon,4 Adultes, 30400 VILLENEUVE LES AVIGNON,,15,camping-les-avignon-79294,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,357,257,MOBILHOME 6 personnes - Cosy (I6P3),Camping Les Avignon,6 Adultes, 30400 VILLENEUVE LES AVIGNON,,15,camping-les-avignon-79294,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,189,189,CHALET 4 personnes - NATURE (Sans sanitaires),Camping Mas Llinas,4 Adultes, 66160 LE BOULOU,,15,camping-mas-llinas-77558,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,300,300,MOBILHOME 4 personnes - TRIGANO 26m2,Camping Mas Llinas,4 Adultes, 66160 LE BOULOU,,15,camping-mas-llinas-77558,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,320,320,MOBILHOME 4 personnes - TRIGANO EVO 29 TI,Camping Mas Llinas,4 Adultes, 66160 LE BOULOU,,15,camping-mas-llinas-77558,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,MOBILHOME 4 personnes - TRIGANO 33m2,Camping Mas Llinas,4 Adultes, 66160 LE BOULOU,,15,camping-mas-llinas-77558,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,430,430,MOBILHOME 6 personnes - O HARA 40 m² 3 chambres 2 wc / 2 salle de bains,Camping Mas Llinas,6 Adultes, 66160 LE BOULOU,,15,camping-mas-llinas-77558,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,210,210,BUNGALOW 2 personnes - ALIZE 2 Pers Samedi,Camping Paradis - Naia Village,2 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,220,220,MOBILHOME 4 personnes - Mobil Home ALOHA Samedi,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,270,270,MOBILHOME 6 personnes - PERLE,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,270,270,MOBILHOME 6 personnes - AKOYA,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,317,317,MOBILHOME 6 personnes - HIBISCUS,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,317,317,MOBILHOME 6 personnes - OHANA,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,317,317,BUNGALOW 6 personnes - LAGON Samedi,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,377,377,MOBILHOME 6 personnes - NEPTUNE,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,377,377,MOBILHOME 6 personnes - TANGAROA,Camping Paradis - Naia Village,2 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,377,377,MOBILHOME 6 personnes - SANTORIN EVASION,Camping Paradis - Naia Village,4 Adultes, 66420 LE BARCARES,,15,camping-paradis-naia-village-76624,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,196,"166,60",STUDIO 2 personnes,Résidence Pyrénées 2000,2 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,210,"178,50",STUDIO 4 personnes,Résidence Pyrénées 2000,4 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,221,"187,85",STUDIO 2 personnes - Vue montagne,Résidence Pyrénées 2000,2 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,333,"204,30",APPARTEMENT 4 personnes,Résidence Pyrénées 2000,4 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,241,"204,85",STUDIO 4 personnes - Vue montagne,Résidence Pyrénées 2000,4 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,385,231,APPARTEMENT 6 personnes - 2 pièces,Résidence Pyrénées 2000,6 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,399,"239,40",APPARTEMENT 4 personnes - Vue montagne,Résidence Pyrénées 2000,4 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,427,"256,20",APPARTEMENT 6 personnes - 3 pièces,Résidence Pyrénées 2000,6 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,469,"281,40",APPARTEMENT 6 personnes - 3 pièces Vue montagne,Résidence Pyrénées 2000,6 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,461,"289,20",APPARTEMENT 6 personnes - 2 pièces Vue montagne,Résidence Pyrénées 2000,6 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,371,"315,35",APPARTEMENT 8 personnes,Résidence Pyrénées 2000,8 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,392,"333,20",APPARTEMENT 8 personnes - Vue montagne,Résidence Pyrénées 2000,8 Adultes, 66210 BOLQUERE,,15,residence-pyrenees-2000-88410,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,255,255,MOBILHOME 4 personnes - PLUTON 2000,Camping Le Tivoli,4 Adultes, 48000 MENDE,,15,camping-le-tivoli-77705,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,255,255,MOBILHOME 4 personnes - TITANIA 2000,Camping Le Tivoli,4 Adultes, 48000 MENDE,,15,camping-le-tivoli-77705,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,315,315,MOBILHOME 4 personnes - TITANIA 2007,Camping Le Tivoli,4 Adultes, 48000 MENDE,,15,camping-le-tivoli-77705,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,315,315,MOBILHOME 4 personnes - OAKLEY 2007,Camping Le Tivoli,4 Adultes, 48000 MENDE,,15,camping-le-tivoli-77705,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,370,370,MOBILHOME 4 personnes - O'HARA 2012,Camping Le Tivoli,4 Adultes, 48000 MENDE,,15,camping-le-tivoli-77705,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,315,315,CHALET 4 personnes,Camping La Sousta,4 Adultes, 30210 REMOULINS,,15,camping-la-sousta-76669,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,340,340,MOBILHOME 4 personnes - Cottage Cosy,Camping La Sousta,4 Adultes, 30210 REMOULINS,,15,camping-la-sousta-76669,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,375,375,MOBILHOME 6 personnes - Cottage Family,Camping La Sousta,6 Adultes, 30210 REMOULINS,,15,camping-la-sousta-76669,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,440,440,MOBILHOME 5 personnes - Cottage premium +,Camping La Sousta,5 Adultes, 30210 REMOULINS,,15,camping-la-sousta-76669,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"361,90","310,20",MOBILHOME 4 personnes - Tampico,Camping L'Air Marin,4 Adultes, Bord du Canal du Midi ,,15,camping-lair-marin-78727,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"408,10","349,80","CHALET 4 personnes - MAYA, CONFORT + - S - 2 Chambres",Camping L'Air Marin,4 Adultes, Bord du Canal du Midi ,,15,camping-lair-marin-78727,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"423,50",363,MOBILHOME 4 personnes - Cancun,Camping L'Air Marin,4 Adultes, Bord du Canal du Midi ,,15,camping-lair-marin-78727,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"423,50",363,MOBILHOME 6 personnes - Mexico Classic,Camping L'Air Marin,4 Adultes, Bord du Canal du Midi ,,15,camping-lair-marin-78727,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"492,80","422,40",MOBILHOME 6 personnes - Mexico +,Camping L'Air Marin,6 Adultes, Bord du Canal du Midi ,,15,camping-lair-marin-78727,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"577,50",495,MOBILHOME 6 personnes - Acapulco Plus Confort Premium,Camping L'Air Marin,6 Adultes, Bord du Canal du Midi ,,15,camping-lair-marin-78727,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,616,528,MOBILHOME 4 personnes - Hacienda,Camping L'Air Marin,4 Adultes, Bord du Canal du Midi ,,15,camping-lair-marin-78727,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"490,82","299,40",MOBILHOME 6 personnes - Mobil Home Pyrénées 3 Pièces 4/6 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,4 Adultes, 66700 ARGELES,,15,camping-maeva-club-le-lagon-d-argeles-76769,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"490,82","299,40",MOBILHOME 4 personnes - PMR 3 Pièces 4 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,4 Adultes, 66700 ARGELES,,15,camping-maeva-club-le-lagon-d-argeles-76769,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"492,58","305,40",MOBILHOME 8 personnes - Mobil Home Evolution 4 Pièces 6/8 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,6 Adultes, 66700 ARGELES,,15,camping-maeva-club-le-lagon-d-argeles-76769,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"559,67","341,40",MOBILHOME 10 personnes - Mobil Home Family 5 Pièces 8/10 Personnes Climatisé + TV,Camping maeva Club Le Lagon d'Argelès,8 Adultes, 66700 ARGELES,,15,camping-maeva-club-le-lagon-d-argeles-76769,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,420,420,CHALET 4 personnes - 2 chambres,Camping Innature - Camping Sites et Paysages,4 Adultes, 11190 ARQUES,,15,camping-innature-camping-sites-et-paysages-89352,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,455,455,MOBILHOME 4 personnes - 2 chambres,Camping Innature - Camping Sites et Paysages,4 Adultes, 11190 ARQUES,,15,camping-innature-camping-sites-et-paysages-89352,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,455,455,CHALET 6 personnes - 3 chambres,Camping Innature - Camping Sites et Paysages,6 Adultes, 11190 ARQUES,,15,camping-innature-camping-sites-et-paysages-89352,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,595,595,MOBILHOME 6 personnes - 3 chambres,Camping Innature - Camping Sites et Paysages,6 Adultes, 11190 ARQUES,,15,camping-innature-camping-sites-et-paysages-89352,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,700,700,VILLA 6 personnes - avec spa privatif,Camping Innature - Camping Sites et Paysages,6 Adultes, 11190 ARQUES,,15,camping-innature-camping-sites-et-paysages-89352,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,400,400,"TENTE TOILE ET BOIS 4 personnes - Coco sweet (sans sanitaires, sans eau)",Camping Les Dolmens,4 Adultes, 30430 MEJANNES LE CLAP,,15,camping-les-dolmens-80982,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,510,510,MOBILHOME 6 personnes - 2 chambres,Camping Les Dolmens,6 Adultes, 30430 MEJANNES LE CLAP,,15,camping-les-dolmens-80982,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,585,585,MOBILHOME 6 personnes - 3 chambres,Camping Les Dolmens,6 Adultes, 30430 MEJANNES LE CLAP,,15,camping-les-dolmens-80982,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,336,"302,40",APPARTEMENT 4 personnes,Résidence Cap Camargue,4 Adultes, 30240 LE GRAU DU ROI,,15,residence-cap-camargue-88276,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,364,"327,60",APPARTEMENT 4 personnes - 2 pièces PMR vue piscine,Résidence Cap Camargue,4 Adultes, 30240 LE GRAU DU ROI,,15,residence-cap-camargue-88276,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,364,"327,60",APPARTEMENT 4 personnes - 2 pièces PMR,Résidence Cap Camargue,4 Adultes, 30240 LE GRAU DU ROI,,15,residence-cap-camargue-88276,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,406,"365,40",APPARTEMENT 6 personnes - 3 pièces Duplex,Résidence Cap Camargue,6 Adultes, 30240 LE GRAU DU ROI,,15,residence-cap-camargue-88276,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,434,"390,60",APPARTEMENT 6 personnes - 3 pièces Duplex vue piscine,Résidence Cap Camargue,6 Adultes, 30240 LE GRAU DU ROI,,15,residence-cap-camargue-88276,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,196Â â,196Â â,EMPLACEMENT 6 personnes,Camping Abri de Camargue,, 30240 LE GRAU DU ROI,,15,camping-abri-de-camargue-77579,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,413Â â,413Â â,MOBILHOME 6 personnes - MÃ©ditÃ©rranÃ©en,Camping Abri de Camargue,4 Adultes, 30240 LE GRAU DU ROI,,15,camping-abri-de-camargue-77579,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,210,210,MOBILHOME 4 personnes - WATIPI,Camping Le Verdier,4 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,220,220,CHALET 3 personnes - BOIS,Camping Le Verdier,3 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,220,220,CHALET 5 personnes - GITOTEL,Camping Le Verdier,5 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,220,220,MOBILHOME 4 personnes - WATIPI BOIS,Camping Le Verdier,4 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,220,220,CHALET 6 personnes - GITOTEL,Camping Le Verdier,6 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,220,220,MOBILHOME 4 personnes - Trigano SIRENE 2,Camping Le Verdier,4 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,220,220,MOBILHOME 4 personnes - O'Hara,Camping Le Verdier,4 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,260,260,CHALET 7 personnes - MOREA,Camping Le Verdier,7 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,320,320,CHALET 6 personnes - LIBERTY PMR,Camping Le Verdier,6 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,330,330,CARAVANE 4 personnes - Caravane pour 4,Camping Le Verdier,, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,MOBILHOME 5 personnes - VACANCIAL IRM (sans sanitaires),Camping Le Verdier,5 Adultes, 30125 SAUMANE,,15,camping-le-verdier-78516,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"300,90","270,90",MOBILHOME 4 personnes - 4 personnes,Camping Domaine Saint Maurice,4 Adultes, 34250 PALAVAS LES FLOTS,,15,camping-domaine-saint-maurice-77946,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,"311,80","280,80",MOBILHOME 6 personnes - 4/6- 2 chambres (clim-tv),Camping Domaine Saint Maurice,6 Adultes, 34250 PALAVAS LES FLOTS,,15,camping-domaine-saint-maurice-77946,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,300,300,MOBILHOME 5 personnes - TRITON - 2 chambres - Essentiel - 24m²,Camping Le Pinada,5 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,300,300,MOBILHOME 4 personnes - IRIS - 1 chambre - Récent - 20m²,Camping Le Pinada,4 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,350,350,MOBILHOME 5 personnes - LOUISIANE - 2 chambres - 22m²,Camping Le Pinada,5 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,380,380,MOBILHOME 5 personnes - TITANIA - 2 chambres - 24m²,Camping Le Pinada,5 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,400,400,MOBILHOME 4 personnes - MAGNOLIA - 2 chambres - 28m²,Camping Le Pinada,4 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,410,410,"MOBILHOME 4 personnes - BLEUET, VIOLETTE, CAPUCINE - 2 chambres - 28m²",Camping Le Pinada,4 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,410,410,"MOBILHOME 4 personnes - ORCHIDEE, JACINTHE - 2 chambres - 28m²",Camping Le Pinada,4 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,410,410,MOBILHOME 4 personnes - TULIPE - 2 chambres - 28 m²,Camping Le Pinada,4 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,410,410,MOBILHOME 5 personnes - TITANIA CLIM - 2 chambres - 24m² -,Camping Le Pinada,5 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
,03/04/2023,15/04/2023,22/04/2023,430,430,MOBILHOME 4 personnes - NEUF - 2 chambres - 31m²,Camping Le Pinada,4 Adultes, 11200 FABREZAN,,15,camping-le-pinada-77247,Languedoc-roussillon
