web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,Nb personnes,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,07/08/2023,17/09/2023,24/09/2023,350,350,MOBILHOME 4 personnes - Mûre 49,,Camping La Combe d'Oyans,4 Adultes, 26300 ROCHEFORT SAMSON,,37,camping-la-combe-doyans-82036,
,07/08/2023,17/09/2023,24/09/2023,400,400,MOBILHOME 6 personnes - Abricot 43,,Camping La Combe d'Oyans,6 Adultes, 26300 ROCHEFORT SAMSON,,37,camping-la-combe-doyans-82036,
,07/08/2023,29/10/2023,05/11/2023,450,450,MOBILHOME 4 personnes - Grand confort 2 chambres,,Camping Le Rupé,4 Adultes,"21 Chemin du Pont de Rupé, 31200 Toulouse ",,43,camping-le-rupe-80370,
,07/08/2023,29/10/2023,05/11/2023,550,550,MOBILHOME 6 personnes - Grand Confort 3 chambres,,Camping Le Rupé,6 Adultes,"21 Chemin du Pont de Rupé, 31200 Toulouse ",,43,camping-le-rupe-80370,
,07/08/2023,13/08/2023,20/08/2023,1040,936,MOBILHOME 4 personnes - MH2 23 m² Climatisé,,Camping de Peyroche,4 Adultes, 07120 LABEAUME,,32,camping-de-peyroche-81315,
,07/08/2023,13/08/2023,20/08/2023,1094,984.60,MOBILHOME 4 personnes - Climatisé - 28m² - 2 chambres,,Camping de Peyroche,4 Adultes, 07120 LABEAUME,,32,camping-de-peyroche-81315,
,07/08/2023,13/08/2023,20/08/2023,1328,1195.20,MOBILHOME 6 personnes - MH2 28 m² Climatisé,,Camping de Peyroche,6 Adultes, 07120 LABEAUME,,32,camping-de-peyroche-81315,
,07/08/2023,10/09/2023,17/09/2023,294,294,BUNGALOW 4 personnes - NATURE STANDARD sans sanitaires,,Flower Camping Les Truffières,4 Adultes, Quartier Nachony ,,36,flower-camping-les-truffieres-77299,
,07/08/2023,10/09/2023,17/09/2023,371,371,TENTE 5 personnes - LODGE KENYA CONFORT sans sanitaires,,Flower Camping Les Truffières,4 Adultes, Quartier Nachony ,,36,flower-camping-les-truffieres-77299,
,07/08/2023,10/09/2023,17/09/2023,518,518,MOBILHOME 6 personnes - PROVENCE EVASION,,Flower Camping Les Truffières,6 Adultes, Quartier Nachony ,,36,flower-camping-les-truffieres-77299,
,07/08/2023,10/09/2023,17/09/2023,546,546,"MOBILHOME 6 personnes -  Loggia Confort 27,6m² (3ch-6pers) + Terrasse couverte 8m² + TV + Clim",,Flower Camping Les Truffières,6 Adultes, Quartier Nachony ,,36,flower-camping-les-truffieres-77299,
