web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,Nb personnes,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,07/08/2023,03/09/2023,10/09/2023,339,339,MOBILHOME 4 personnes - IRM LOGGIA BAY,,Camping Le Ventadour,4 Adultes, 07380 MEYRAS,,35,camping-le-ventadour-77806,
,07/08/2023,03/09/2023,10/09/2023,389,389,MOBILHOME 6 personnes - OHARA 3 chambres,,Camping Le Ventadour,6 Adultes, 07380 MEYRAS,,35,camping-le-ventadour-77806,
,07/08/2023,03/09/2023,10/09/2023,824,824,MOBILHOME 4 personnes - TAOS,,Camping Le Ventadour,4 Adultes, 07380 MEYRAS,,35,camping-le-ventadour-77806,
,07/08/2023,03/09/2023,10/09/2023,455,364,MOBILHOME 5 personnes - MERCURE (Keller Travel),,Camping Paradis - Sol a Gogo,2 Adultes, 85270 SAINT HILAIRE DE RIEZ,,35,camping-paradis-sol-a-gogo-78280,
,07/08/2023,03/09/2023,10/09/2023,546,436,MOBILHOME 6 personnes - CORDELIA (Keller Travel),,Camping Paradis - Sol a Gogo,2 Adultes, 85270 SAINT HILAIRE DE RIEZ,,35,camping-paradis-sol-a-gogo-78280,
,07/08/2023,03/09/2023,10/09/2023,735,588,MOBILHOME 6 personnes - APOLLO (Keller Travel),,Camping Paradis - Sol a Gogo,2 Adultes, 85270 SAINT HILAIRE DE RIEZ,,35,camping-paradis-sol-a-gogo-78280,
,07/08/2023,03/09/2023,10/09/2023,744.40,685.40,MOBILHOME 4 personnes - 4 pax standard 2 chambres,,Village-club Les Sables d'Or,4 Adultes, 34300 LE CAP D'AGDE,,35,village-club-les-sables-dor-77569,
,07/08/2023,03/09/2023,10/09/2023,1032.36,950.36,MOBILHOME 6 personnes - 6 personnes Standard 3 chambres,,Village-club Les Sables d'Or,6 Adultes, 34300 LE CAP D'AGDE,,35,village-club-les-sables-dor-77569,
,07/08/2023,03/09/2023,10/09/2023,1257.36,1157.36,MOBILHOME 6 personnes - Premium 2 chambres 2 sdb GARDEN,,Village-club Les Sables d'Or,6 Adultes, 34300 LE CAP D'AGDE,,35,village-club-les-sables-dor-77569,
,07/08/2023,03/09/2023,10/09/2023,1467.56,1350.56,MOBILHOME 6 personnes - 6 personnes Premium 3 chambres 2 sdb,,Village-club Les Sables d'Or,6 Adultes, 34300 LE CAP D'AGDE,,35,village-club-les-sables-dor-77569,
