web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,nom,Nb Personnes,localite,n_offres,date_debut-jour,Nb semaines,cle_station,nom_station
,27/03/2023,04/11/2023,11/11/2023,445,445,MOBILHOME 2 personnes - MH1 16 m²,Camping de La Gare,2 Adultes, 66760 UR,,,44,camping-de-la-gare-79388,
,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 4 personnes - MH2 25 m²,Camping de La Gare,4 Adultes, 66760 UR,,,44,camping-de-la-gare-79388,
,27/03/2023,04/11/2023,11/11/2023,530,530,MOBILHOME 6 personnes - MH2 - avec convertible 27 m²,Camping de La Gare,6 Adultes, 66760 UR,,,44,camping-de-la-gare-79388,
,27/03/2023,04/11/2023,11/11/2023,570,570,MOBILHOME 6 personnes - MH2 avec convertible 27 m²,Camping de La Gare,4 Adultes, 66760 UR,,,44,camping-de-la-gare-79388,
,27/03/2023,04/11/2023,11/11/2023,366.45,366.45,MOBILHOME 4 personnes - Primevère Premium 2 chambres,Camping Paradis - Vallespir,4 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,561.25,449,MOBILHOME 4 personnes - Coscoll,Camping Paradis - Vallespir,4 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,539,458.15,MOBILHOME 5 personnes - Primevère,Camping Paradis - Vallespir,5 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,569,483.65,MOBILHOME 6 personnes - Camélia,Camping Paradis - Vallespir,6 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,569,483.65,MOBILHOME 6 personnes - Lilas,Camping Paradis - Vallespir,6 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,539,539,MOBILHOME 6 personnes - Gentiane PMR,Camping Paradis - Vallespir,6 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,559,559,MOBILHOME 6 personnes - LYS 3 chambres climatisé,Camping Paradis - Vallespir,6 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,565.95,565.95,MOBILHOME 4 personnes - Cargolade Premium 2 chambres climatisé,Camping Paradis - Vallespir,4 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,869,738.65,MOBILHOME 4 personnes - Cargolade,Camping Paradis - Vallespir,4 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,841.86,841.86,MOBILHOME 8 personnes - Lys,Camping Paradis - Vallespir,8 Adultes, 66150 ARLES SUR TECH,,,44,camping-paradis-vallespir-79397,
,27/03/2023,04/11/2023,11/11/2023,234,234,TENTE 4 personnes - LODGE,Camping Portes de Canigou,4 Adultes, 66500 PRADES,,,44,camping-portes-de-canigou-87033,
,27/03/2023,04/11/2023,11/11/2023,322,322,CHALET 4 personnes - CONFORT,Camping Portes de Canigou,4 Adultes, 66500 PRADES,,,44,camping-portes-de-canigou-87033,
,27/03/2023,04/11/2023,11/11/2023,322,322,MOBILHOME 4 personnes - PREMIUM,Camping Portes de Canigou,4 Adultes, 66500 PRADES,,,44,camping-portes-de-canigou-87033,
,27/03/2023,04/11/2023,11/11/2023,343,343,TENTE TOILE ET BOIS 5 personnes - ECOLODGE STANDARD sans sanitaires 20 m²,Camping Domaine de la Palme,5 Adultes, 11480 LA PALME,,,44,camping-domaine-de-la-palme-77268,
,27/03/2023,04/11/2023,11/11/2023,469,469,MOBILHOME 4 personnes - MH2 CONFORT 29 m² avec terrasse,Camping Domaine de la Palme,4 Adultes, 11480 LA PALME,,,44,camping-domaine-de-la-palme-77268,
